simplePCBuilding-Cooler-data-library
ID,MANUFACTURER,COOLERTYPE,NAME,Mounting_Kit,MAXTDP,Height,WidthX,WidthY,FAN_NAME,FULL_NAME
1,Noctua,Air-Tower,NH-U12S Redux,Secufirm,120,,,,Noctua NH-U12S Redux
