1,https://www.digitec.ch/de/s1/product/asus-radeon-rx-6600-dual-8-gb-grafikkarte-16833213
2,https://www.digitec.ch/de/s1/product/amd-ryzen-5-5600x-am4-370-ghz-6-core-prozessor-13987919
3,https://www.digitec.ch/de/s1/product/thermal-grizzly-kryonaut-1250-wm-k-1-g-waermeleitmittel-5614395
4,https://www.digitec.ch/de/s1/product/apple-ipad-2021-9-gen-1020-64-gb-space-grey-tablet-16644686
